,Region,Major region,Year,variable,value
4188,Birmingham,West Midlands,2019,"Admissions per 100,000 population: men",755
4189,Coventry,West Midlands,2019,"Admissions per 100,000 population: men",1624
4190,Dudley,West Midlands,2019,"Admissions per 100,000 population: men",1067
4191,Herefordshire,West Midlands,2019,"Admissions per 100,000 population: men",562
4192,Sandwell,West Midlands,2019,"Admissions per 100,000 population: men",841
4193,Shropshire,West Midlands,2019,"Admissions per 100,000 population: men",1147
4194,Solihull,West Midlands,2019,"Admissions per 100,000 population: men",586
4195,Staffordshire,West Midlands,2019,"Admissions per 100,000 population: men",1440
4196,Stoke-On-Trent,West Midlands,2019,"Admissions per 100,000 population: men",1267
4197,Telford And Wrekin,West Midlands,2019,"Admissions per 100,000 population: men",1334
4198,Walsall,West Midlands,2019,"Admissions per 100,000 population: men",1270
4199,Warwickshire,West Midlands,2019,"Admissions per 100,000 population: men",1442
4200,Wolverhampton,West Midlands,2019,"Admissions per 100,000 population: men",1568
4201,Worcestershire,West Midlands,2019,"Admissions per 100,000 population: men",1536
4202,East Of England,West Midlands,2019,"Admissions per 100,000 population: men",832
4203,Bedford,West Midlands,2019,"Admissions per 100,000 population: men",777
4204,Cambridgeshire,West Midlands,2019,"Admissions per 100,000 population: men",916
4205,Central Bedfordshire,West Midlands,2019,"Admissions per 100,000 population: men",677
4206,Essex,West Midlands,2019,"Admissions per 100,000 population: men",658
4207,Hertfordshire,West Midlands,2019,"Admissions per 100,000 population: men",1049
4208,Luton,West Midlands,2019,"Admissions per 100,000 population: men",775
4209,Norfolk,West Midlands,2019,"Admissions per 100,000 population: men",843
4210,Peterborough,West Midlands,2019,"Admissions per 100,000 population: men",705
4211,Southend-On-Sea,West Midlands,2019,"Admissions per 100,000 population: men",473
4212,Suffolk,West Midlands,2019,"Admissions per 100,000 population: men",1029
4213,Thurrock,West Midlands,2019,"Admissions per 100,000 population: men",593
4214,City Of London,London,2019,"Admissions per 100,000 population: men",374
4215,Barking And Dagenham,London,2019,"Admissions per 100,000 population: men",989
4216,Barnet,London,2019,"Admissions per 100,000 population: men",542
4217,Bexley,London,2019,"Admissions per 100,000 population: men",824
4218,Brent,London,2019,"Admissions per 100,000 population: men",1131
4219,Bromley,London,2019,"Admissions per 100,000 population: men",503
4220,Camden,London,2019,"Admissions per 100,000 population: men",541
4221,Croydon,London,2019,"Admissions per 100,000 population: men",575
4222,Ealing,London,2019,"Admissions per 100,000 population: men",1198
4223,Enfield,London,2019,"Admissions per 100,000 population: men",739
4224,Greenwich,London,2019,"Admissions per 100,000 population: men",612
4225,Hackney,London,2019,"Admissions per 100,000 population: men",1188
4226,Hammersmith And Fulham,London,2019,"Admissions per 100,000 population: men",1198
4227,Haringey,London,2019,"Admissions per 100,000 population: men",757
4228,Harrow,London,2019,"Admissions per 100,000 population: men",1151
4229,Havering,London,2019,"Admissions per 100,000 population: men",917
4230,Hillingdon,London,2019,"Admissions per 100,000 population: men",719
4231,Hounslow,London,2019,"Admissions per 100,000 population: men",776
4232,Islington,London,2019,"Admissions per 100,000 population: men",857
4233,Lambeth,London,2019,"Admissions per 100,000 population: men",909
4234,Lewisham,London,2019,"Admissions per 100,000 population: men",549
4235,Merton,London,2019,"Admissions per 100,000 population: men",645
4236,Newham,London,2019,"Admissions per 100,000 population: men",695
4237,Redbridge,London,2019,"Admissions per 100,000 population: men",692
4238,Richmond Upon Thames,London,2019,"Admissions per 100,000 population: men",463
4239,Southwark,London,2019,"Admissions per 100,000 population: men",980
4240,Sutton,London,2019,"Admissions per 100,000 population: men",531
4241,Tower Hamlets,London,2019,"Admissions per 100,000 population: men",749
4242,Waltham Forest,London,2019,"Admissions per 100,000 population: men",677
4243,Wandsworth,London,2019,"Admissions per 100,000 population: men",693
4244,Kensington And Chelsea,London,2019,"Admissions per 100,000 population: men",654
4245,Kingston Upon Thames,London,2019,"Admissions per 100,000 population: men",569
4246,Westminster,London,2019,"Admissions per 100,000 population: men",753
4247,Bracknell Forest,South East,2019,"Admissions per 100,000 population: men",562
4248,Brighton And Hove,South East,2019,"Admissions per 100,000 population: men",801
4249,Buckinghamshire,South East,2019,"Admissions per 100,000 population: men",712
4250,East Sussex,South East,2019,"Admissions per 100,000 population: men",952
4251,Hampshire,South East,2019,"Admissions per 100,000 population: men",719
4252,Isle Of Wight,South East,2019,"Admissions per 100,000 population: men",1000
4253,Kent,South East,2019,"Admissions per 100,000 population: men",859
4254,Medway,South East,2019,"Admissions per 100,000 population: men",1198
4255,Milton Keynes,South East,2019,"Admissions per 100,000 population: men",1182
4256,Oxfordshire,South East,2019,"Admissions per 100,000 population: men",429
4257,Portsmouth,South East,2019,"Admissions per 100,000 population: men",877
4258,Reading,South East,2019,"Admissions per 100,000 population: men",348
4259,Windsor And Maidenhead,South East,2019,"Admissions per 100,000 population: men",1162
4260,Slough,South East,2019,"Admissions per 100,000 population: men",2019
4261,Southampton,South East,2019,"Admissions per 100,000 population: men",1901
4262,Surrey,South East,2019,"Admissions per 100,000 population: men",451
4263,West Berkshire,South East,2019,"Admissions per 100,000 population: men",344
4264,Wokingham,West Sussex,2019,"Admissions per 100,000 population: men",272
4265,Bath And North East Somerset,South West,2019,"Admissions per 100,000 population: men",779
4266,Poole,South West,2019,"Admissions per 100,000 population: men",1067
4267,Bournemouth,South West,2019,"Admissions per 100,000 population: men",2041
4268,Bristol,South West,2019,"Admissions per 100,000 population: men",1326
4269,Cornwall,South West,2019,"Admissions per 100,000 population: men",1501
4270,Devon,South West,2019,"Admissions per 100,000 population: men",574
4271,Dorset,South West,2019,"Admissions per 100,000 population: men",940
4272,Gloucestershire,South West,2019,"Admissions per 100,000 population: men",722
4273,Isles Of Scilly,South West,2019,"Admissions per 100,000 population: men",707
4274,North Somerset,South West,2019,"Admissions per 100,000 population: men",899
4275,Plymouth,South West,2019,"Admissions per 100,000 population: men",940
4276,Somerset,South West,2019,"Admissions per 100,000 population: men",786
4277,South Gloucestershire,South West,2019,"Admissions per 100,000 population: men",1106
4278,Swindon,South West,2019,"Admissions per 100,000 population: men",887
4279,Torbay,South West,2019,"Admissions per 100,000 population: men",1072
4280,Wiltshire,South West,2019,"Admissions per 100,000 population: men",892
4281,Darlington,North East,2018,"Admissions per 100,000 population: men",597
4282,County Durham,North East,2018,"Admissions per 100,000 population: men",552
4283,Gateshead,North East,2018,"Admissions per 100,000 population: men",477
4284,Hartlepool,North East,2018,"Admissions per 100,000 population: men",701
4285,Middlesbrough,North East,2018,"Admissions per 100,000 population: men",536
4286,Newcastle Upon Tyne,North East,2018,"Admissions per 100,000 population: men",527
4287,North Tyneside,North East,2018,"Admissions per 100,000 population: men",952
4288,Northumberland,North East,2018,"Admissions per 100,000 population: men",1005
4289,Redcar And Cleveland,North East,2018,"Admissions per 100,000 population: men",476
4290,South Tyneside,North East,2018,"Admissions per 100,000 population: men",419
4291,Stockton-On-Tees,North East,2018,"Admissions per 100,000 population: men",562
4292,Sunderland,North East,2018,"Admissions per 100,000 population: men",476
4293,Blackburn With Darwen,North West,2018,"Admissions per 100,000 population: men",1400
4294,Blackpool,North West,2018,"Admissions per 100,000 population: men",731
4295,Bolton,North West,2018,"Admissions per 100,000 population: men",685
4296,Bury,North West,2018,"Admissions per 100,000 population: men",762
4297,Cheshire East,North West,2018,"Admissions per 100,000 population: men",563
4298,Cheshire West And Chester,North West,2018,"Admissions per 100,000 population: men",710
4299,Cumbria,North West,2018,"Admissions per 100,000 population: men",449
4300,Halton,North West,2018,"Admissions per 100,000 population: men",893
4301,Knowsley,North West,2018,"Admissions per 100,000 population: men",1179
4302,Lancashire,North West,2018,"Admissions per 100,000 population: men",921
4303,Liverpool,North West,2018,"Admissions per 100,000 population: men",778
4304,Manchester,North West,2018,"Admissions per 100,000 population: men",705
4305,Oldham,North West,2018,"Admissions per 100,000 population: men",968
4306,Rochdale,North West,2018,"Admissions per 100,000 population: men",889
4307,Salford,North West,2018,"Admissions per 100,000 population: men",1835
4308,Sefton,North West,2018,"Admissions per 100,000 population: men",831
4309,St. Helens,North West,2018,"Admissions per 100,000 population: men",968
4310,Stockport,North West,2018,"Admissions per 100,000 population: men",1464
4311,Tameside,North West,2018,"Admissions per 100,000 population: men",754
4312,Trafford,North West,2018,"Admissions per 100,000 population: men",481
4313,Warrington,North West,2018,"Admissions per 100,000 population: men",685
4314,Wigan,North West,2018,"Admissions per 100,000 population: men",1967
4315,Wirral,North West,2018,"Admissions per 100,000 population: men",2324
4316,Yorkshire And The Humber,North West,2018,"Admissions per 100,000 population: men",830
4317,Barnsley,North West,2018,"Admissions per 100,000 population: men",349
4318,Calderdale,North West,2018,"Admissions per 100,000 population: men",868
4319,Bradford,North West,2018,"Admissions per 100,000 population: men",1258
4320,Doncaster,North West,2018,"Admissions per 100,000 population: men",467
4321,East Riding Of Yorkshire,North West,2018,"Admissions per 100,000 population: men",596
4322,Kingston Upon Hull,North West,2018,"Admissions per 100,000 population: men",466
4323,Kirklees,North West,2018,"Admissions per 100,000 population: men",912
4324,Leeds,North West,2018,"Admissions per 100,000 population: men",903
4325,North East Lincolnshire,North West,2018,"Admissions per 100,000 population: men",762
4326,North Lincolnshire,North West,2018,"Admissions per 100,000 population: men",363
4327,Rotherham,North Yorkshire,2018,"Admissions per 100,000 population: men",642
4328,Sheffield,North Yorkshire,2018,"Admissions per 100,000 population: men",451
4329,Wakefield,North Yorkshire,2018,"Admissions per 100,000 population: men",1379
4330,York,North Yorkshire,2018,"Admissions per 100,000 population: men",1533
4331,Derby,East Midlands,2018,"Admissions per 100,000 population: men",629
4332,Derbyshire,East Midlands,2018,"Admissions per 100,000 population: men",935
4333,Leicester,East Midlands,2018,"Admissions per 100,000 population: men",742
4334,Leicestershire,East Midlands,2018,"Admissions per 100,000 population: men",749
4335,Lincolnshire,East Midlands,2018,"Admissions per 100,000 population: men",788
4336,Northamptonshire,East Midlands,2018,"Admissions per 100,000 population: men",1088
4337,Nottingham,East Midlands,2018,"Admissions per 100,000 population: men",891
4338,Nottinghamshire,East Midlands,2018,"Admissions per 100,000 population: men",1320
4339,Rutland,East Midlands,2018,"Admissions per 100,000 population: men",511
4340,Birmingham,West Midlands,2018,"Admissions per 100,000 population: men",620
4341,Coventry,West Midlands,2018,"Admissions per 100,000 population: men",1352
4342,Dudley,West Midlands,2018,"Admissions per 100,000 population: men",807
4343,Herefordshire,West Midlands,2018,"Admissions per 100,000 population: men",731
4344,Sandwell,West Midlands,2018,"Admissions per 100,000 population: men",638
4345,Shropshire,West Midlands,2018,"Admissions per 100,000 population: men",879
4346,Solihull,West Midlands,2018,"Admissions per 100,000 population: men",390
4347,Staffordshire,West Midlands,2018,"Admissions per 100,000 population: men",1113
4348,Stoke-On-Trent,West Midlands,2018,"Admissions per 100,000 population: men",1054
4349,Telford And Wrekin,West Midlands,2018,"Admissions per 100,000 population: men",1005
4350,Walsall,West Midlands,2018,"Admissions per 100,000 population: men",1831
4351,Warwickshire,West Midlands,2018,"Admissions per 100,000 population: men",1082
4352,Wolverhampton,West Midlands,2018,"Admissions per 100,000 population: men",1708
4353,Worcestershire,West Midlands,2018,"Admissions per 100,000 population: men",1822
4354,East Of England,West Midlands,2018,"Admissions per 100,000 population: men",765
4355,Bedford,West Midlands,2018,"Admissions per 100,000 population: men",538
4356,Cambridgeshire,West Midlands,2018,"Admissions per 100,000 population: men",1014
4357,Central Bedfordshire,West Midlands,2018,"Admissions per 100,000 population: men",586
4358,Essex,West Midlands,2018,"Admissions per 100,000 population: men",536
4359,Hertfordshire,West Midlands,2018,"Admissions per 100,000 population: men",1084
4360,Luton,West Midlands,2018,"Admissions per 100,000 population: men",690
4361,Norfolk,West Midlands,2018,"Admissions per 100,000 population: men",688
4362,Peterborough,West Midlands,2018,"Admissions per 100,000 population: men",674
4363,Southend-On-Sea,West Midlands,2018,"Admissions per 100,000 population: men",348
4364,Suffolk,West Midlands,2018,"Admissions per 100,000 population: men",943
4365,Thurrock,West Midlands,2018,"Admissions per 100,000 population: men",546
4366,City Of London,London,2018,"Admissions per 100,000 population: men",305
4367,Barking And Dagenham,London,2018,"Admissions per 100,000 population: men",851
4368,Barnet,London,2018,"Admissions per 100,000 population: men",477
4369,Bexley,London,2018,"Admissions per 100,000 population: men",657
4370,Brent,London,2018,"Admissions per 100,000 population: men",967
4371,Bromley,London,2018,"Admissions per 100,000 population: men",405
4372,Camden,London,2018,"Admissions per 100,000 population: men",411
4373,Croydon,London,2018,"Admissions per 100,000 population: men",502
4374,Ealing,London,2018,"Admissions per 100,000 population: men",1146
4375,Enfield,London,2018,"Admissions per 100,000 population: men",748
4376,Greenwich,London,2018,"Admissions per 100,000 population: men",623
4377,Hackney,London,2018,"Admissions per 100,000 population: men",1053
4378,Hammersmith And Fulham,London,2018,"Admissions per 100,000 population: men",867
4379,Haringey,London,2018,"Admissions per 100,000 population: men",770
4380,Harrow,London,2018,"Admissions per 100,000 population: men",978
4381,Havering,London,2018,"Admissions per 100,000 population: men",717
4382,Hillingdon,London,2018,"Admissions per 100,000 population: men",730
4383,Hounslow,London,2018,"Admissions per 100,000 population: men",636
4384,Islington,London,2018,"Admissions per 100,000 population: men",785
4385,Lambeth,London,2018,"Admissions per 100,000 population: men",743
4386,Lewisham,London,2018,"Admissions per 100,000 population: men",446
4387,Merton,London,2018,"Admissions per 100,000 population: men",529
4388,Newham,London,2018,"Admissions per 100,000 population: men",699
4389,Redbridge,London,2018,"Admissions per 100,000 population: men",584
4390,Richmond Upon Thames,London,2018,"Admissions per 100,000 population: men",355
4391,Southwark,London,2018,"Admissions per 100,000 population: men",793
4392,Sutton,London,2018,"Admissions per 100,000 population: men",458
4393,Tower Hamlets,London,2018,"Admissions per 100,000 population: men",702
4394,Waltham Forest,London,2018,"Admissions per 100,000 population: men",552
4395,Wandsworth,London,2018,"Admissions per 100,000 population: men",573
4396,Kensington And Chelsea,London,2018,"Admissions per 100,000 population: men",440
4397,Kingston Upon Thames,London,2018,"Admissions per 100,000 population: men",404
4398,Westminster,London,2018,"Admissions per 100,000 population: men",539
4399,Bracknell Forest,South East,2018,"Admissions per 100,000 population: men",643
4400,Brighton And Hove,South East,2018,"Admissions per 100,000 population: men",770
4401,Buckinghamshire,South East,2018,"Admissions per 100,000 population: men",720
4402,East Sussex,South East,2018,"Admissions per 100,000 population: men",554
4403,Hampshire,South East,2018,"Admissions per 100,000 population: men",685
4404,Isle Of Wight,South East,2018,"Admissions per 100,000 population: men",1154
4405,Kent,South East,2018,"Admissions per 100,000 population: men",798
4406,Medway,South East,2018,"Admissions per 100,000 population: men",1132
4407,Milton Keynes,South East,2018,"Admissions per 100,000 population: men",1013
4408,Oxfordshire,South East,2018,"Admissions per 100,000 population: men",398
4409,Portsmouth,South East,2018,"Admissions per 100,000 population: men",841
4410,Reading,South East,2018,"Admissions per 100,000 population: men",404
4411,Windsor And Maidenhead,South East,2018,"Admissions per 100,000 population: men",1137
4412,Slough,South East,2018,"Admissions per 100,000 population: men",1931
4413,Southampton,South East,2018,"Admissions per 100,000 population: men",1981
4414,Surrey,South East,2018,"Admissions per 100,000 population: men",360
4415,West Berkshire,South East,2018,"Admissions per 100,000 population: men",410
4416,Wokingham,West Sussex,2018,"Admissions per 100,000 population: men",287
4417,Bath And North East Somerset,South West,2018,"Admissions per 100,000 population: men",679
4418,Poole,South West,2018,"Admissions per 100,000 population: men",1254
4419,Bournemouth,South West,2018,"Admissions per 100,000 population: men",2155
4420,Bristol,South West,2018,"Admissions per 100,000 population: men",1314
4421,Cornwall,South West,2018,"Admissions per 100,000 population: men",1501
4422,Devon,South West,2018,"Admissions per 100,000 population: men",601
4423,Dorset,South West,2018,"Admissions per 100,000 population: men",956
4424,Gloucestershire,South West,2018,"Admissions per 100,000 population: men",595
4425,Isles Of Scilly,South West,2018,"Admissions per 100,000 population: men",1303
4426,North Somerset,South West,2018,"Admissions per 100,000 population: men",909
4427,Plymouth,South West,2018,"Admissions per 100,000 population: men",826
4428,Somerset,South West,2018,"Admissions per 100,000 population: men",781
4429,South Gloucestershire,South West,2018,"Admissions per 100,000 population: men",1121
4430,Swindon,South West,2018,"Admissions per 100,000 population: men",954
4431,Torbay,South West,2018,"Admissions per 100,000 population: men",1276
4432,Wiltshire,South West,2018,"Admissions per 100,000 population: men",764
4433,Darlington,North East,2019,"Admissions per 100,000 population: men",576
4434,County Durham,North East,2019,"Admissions per 100,000 population: men",580
4435,Gateshead,North East,2019,"Admissions per 100,000 population: men",512
4436,Hartlepool,North East,2019,"Admissions per 100,000 population: men",948
4437,Middlesbrough,North East,2019,"Admissions per 100,000 population: men",619
4438,Newcastle Upon Tyne,North East,2019,"Admissions per 100,000 population: men",570
4439,North Tyneside,North East,2019,"Admissions per 100,000 population: men",981
4440,Northumberland,North East,2019,"Admissions per 100,000 population: men",943
4441,Redcar And Cleveland,North East,2019,"Admissions per 100,000 population: men",539
4442,South Tyneside,North East,2019,"Admissions per 100,000 population: men",478
4443,Stockton-On-Tees,North East,2019,"Admissions per 100,000 population: men",831
4444,Sunderland,North East,2019,"Admissions per 100,000 population: men",668
4445,Blackburn With Darwen,North West,2019,"Admissions per 100,000 population: men",1655
4446,Blackpool,North West,2019,"Admissions per 100,000 population: men",1164
4447,Bolton,North West,2019,"Admissions per 100,000 population: men",730
4448,Bury,North West,2019,"Admissions per 100,000 population: men",898
4449,Cheshire East,North West,2019,"Admissions per 100,000 population: men",1006
4450,Cheshire West And Chester,North West,2019,"Admissions per 100,000 population: men",943
4451,Cumbria,North West,2019,"Admissions per 100,000 population: men",687
4452,Halton,North West,2019,"Admissions per 100,000 population: men",1105
4453,Knowsley,North West,2019,"Admissions per 100,000 population: men",1155
4454,Lancashire,North West,2019,"Admissions per 100,000 population: men",1161
4455,Liverpool,North West,2019,"Admissions per 100,000 population: men",1088
4456,Manchester,North West,2019,"Admissions per 100,000 population: men",1205
4457,Oldham,North West,2019,"Admissions per 100,000 population: men",1158
4458,Rochdale,North West,2019,"Admissions per 100,000 population: men",1036
4459,Salford,North West,2019,"Admissions per 100,000 population: men",2138
4460,Sefton,North West,2019,"Admissions per 100,000 population: men",853
4461,St. Helens,North West,2019,"Admissions per 100,000 population: men",1099
4462,Stockport,North West,2019,"Admissions per 100,000 population: men",1771
4463,Tameside,North West,2019,"Admissions per 100,000 population: men",949
4464,Trafford,North West,2019,"Admissions per 100,000 population: men",1130
4465,Warrington,North West,2019,"Admissions per 100,000 population: men",903
4466,Wigan,North West,2019,"Admissions per 100,000 population: men",2380
4467,Wirral,North West,2019,"Admissions per 100,000 population: men",2689
4468,Yorkshire And The Humber,North West,2019,"Admissions per 100,000 population: men",945
4469,Barnsley,North West,2019,"Admissions per 100,000 population: men",569
4470,Calderdale,North West,2019,"Admissions per 100,000 population: men",805
4471,Bradford,North West,2019,"Admissions per 100,000 population: men",1407
4472,Doncaster,North West,2019,"Admissions per 100,000 population: men",834
4473,East Riding Of Yorkshire,North West,2019,"Admissions per 100,000 population: men",872
4474,Kingston Upon Hull,North West,2019,"Admissions per 100,000 population: men",571
4475,Kirklees,North West,2019,"Admissions per 100,000 population: men",932
4476,Leeds,North West,2019,"Admissions per 100,000 population: men",710
4477,North East Lincolnshire,North West,2019,"Admissions per 100,000 population: men",831
4478,North Lincolnshire,North West,2019,"Admissions per 100,000 population: men",486
4479,Rotherham,North Yorkshire,2019,"Admissions per 100,000 population: men",963
4480,Sheffield,North Yorkshire,2019,"Admissions per 100,000 population: men",616
4481,Wakefield,North Yorkshire,2019,"Admissions per 100,000 population: men",1339
4482,York,North Yorkshire,2019,"Admissions per 100,000 population: men",2036
4483,Derby,East Midlands,2019,"Admissions per 100,000 population: men",999
4484,Derbyshire,East Midlands,2019,"Admissions per 100,000 population: men",1319
4485,Leicester,East Midlands,2019,"Admissions per 100,000 population: men",910
4486,Leicestershire,East Midlands,2019,"Admissions per 100,000 population: men",1023
4487,Lincolnshire,East Midlands,2019,"Admissions per 100,000 population: men",864
4488,Northamptonshire,East Midlands,2019,"Admissions per 100,000 population: men",1379
4489,Nottingham,East Midlands,2019,"Admissions per 100,000 population: men",2188
4490,Nottinghamshire,East Midlands,2019,"Admissions per 100,000 population: men",1980
4491,Rutland,East Midlands,2019,"Admissions per 100,000 population: men",627
4492,Birmingham,West Midlands,2019,"Admissions per 100,000 population: men",755
4493,Coventry,West Midlands,2019,"Admissions per 100,000 population: men",1624
4494,Dudley,West Midlands,2019,"Admissions per 100,000 population: men",1067
4495,Herefordshire,West Midlands,2019,"Admissions per 100,000 population: men",562
4496,Sandwell,West Midlands,2019,"Admissions per 100,000 population: men",841
4497,Shropshire,West Midlands,2019,"Admissions per 100,000 population: men",1147
4498,Solihull,West Midlands,2019,"Admissions per 100,000 population: men",586
4499,Staffordshire,West Midlands,2019,"Admissions per 100,000 population: men",1440
4500,Stoke-On-Trent,West Midlands,2019,"Admissions per 100,000 population: men",1267
4501,Telford And Wrekin,West Midlands,2019,"Admissions per 100,000 population: men",1334
4502,Walsall,West Midlands,2019,"Admissions per 100,000 population: men",1270
4503,Warwickshire,West Midlands,2019,"Admissions per 100,000 population: men",1442
4504,Wolverhampton,West Midlands,2019,"Admissions per 100,000 population: men",1568
4505,Worcestershire,West Midlands,2019,"Admissions per 100,000 population: men",1536
4506,East Of England,West Midlands,2019,"Admissions per 100,000 population: men",832
4507,Bedford,West Midlands,2019,"Admissions per 100,000 population: men",777
4508,Cambridgeshire,West Midlands,2019,"Admissions per 100,000 population: men",916
4509,Central Bedfordshire,West Midlands,2019,"Admissions per 100,000 population: men",677
4510,Essex,West Midlands,2019,"Admissions per 100,000 population: men",658
4511,Hertfordshire,West Midlands,2019,"Admissions per 100,000 population: men",1049
4512,Luton,West Midlands,2019,"Admissions per 100,000 population: men",775
4513,Norfolk,West Midlands,2019,"Admissions per 100,000 population: men",843
4514,Peterborough,West Midlands,2019,"Admissions per 100,000 population: men",705
4515,Southend-On-Sea,West Midlands,2019,"Admissions per 100,000 population: men",473
4516,Suffolk,West Midlands,2019,"Admissions per 100,000 population: men",1029
4517,Thurrock,West Midlands,2019,"Admissions per 100,000 population: men",593
4518,City Of London,London,2019,"Admissions per 100,000 population: men",374
4519,Barking And Dagenham,London,2019,"Admissions per 100,000 population: men",989
4520,Barnet,London,2019,"Admissions per 100,000 population: men",542
4521,Bexley,London,2019,"Admissions per 100,000 population: men",824
4522,Brent,London,2019,"Admissions per 100,000 population: men",1131
4523,Bromley,London,2019,"Admissions per 100,000 population: men",503
4524,Camden,London,2019,"Admissions per 100,000 population: men",541
4525,Croydon,London,2019,"Admissions per 100,000 population: men",575
4526,Ealing,London,2019,"Admissions per 100,000 population: men",1198
4527,Enfield,London,2019,"Admissions per 100,000 population: men",739
4528,Greenwich,London,2019,"Admissions per 100,000 population: men",612
4529,Hackney,London,2019,"Admissions per 100,000 population: men",1188
4530,Hammersmith And Fulham,London,2019,"Admissions per 100,000 population: men",1198
4531,Haringey,London,2019,"Admissions per 100,000 population: men",757
4532,Harrow,London,2019,"Admissions per 100,000 population: men",1151
4533,Havering,London,2019,"Admissions per 100,000 population: men",917
4534,Hillingdon,London,2019,"Admissions per 100,000 population: men",719
4535,Hounslow,London,2019,"Admissions per 100,000 population: men",776
4536,Islington,London,2019,"Admissions per 100,000 population: men",857
4537,Lambeth,London,2019,"Admissions per 100,000 population: men",909
4538,Lewisham,London,2019,"Admissions per 100,000 population: men",549
4539,Merton,London,2019,"Admissions per 100,000 population: men",645
4540,Newham,London,2019,"Admissions per 100,000 population: men",695
4541,Redbridge,London,2019,"Admissions per 100,000 population: men",692
4542,Richmond Upon Thames,London,2019,"Admissions per 100,000 population: men",463
4543,Southwark,London,2019,"Admissions per 100,000 population: men",980
4544,Sutton,London,2019,"Admissions per 100,000 population: men",531
4545,Tower Hamlets,London,2019,"Admissions per 100,000 population: men",749
4546,Waltham Forest,London,2019,"Admissions per 100,000 population: men",677
4547,Wandsworth,London,2019,"Admissions per 100,000 population: men",693
4548,Kensington And Chelsea,London,2019,"Admissions per 100,000 population: men",654
4549,Kingston Upon Thames,London,2019,"Admissions per 100,000 population: men",569
4550,Westminster,London,2019,"Admissions per 100,000 population: men",753
4551,Bracknell Forest,South East,2019,"Admissions per 100,000 population: men",562
4552,Brighton And Hove,South East,2019,"Admissions per 100,000 population: men",801
4553,Buckinghamshire,South East,2019,"Admissions per 100,000 population: men",712
4554,East Sussex,South East,2019,"Admissions per 100,000 population: men",952
4555,Hampshire,South East,2019,"Admissions per 100,000 population: men",719
4556,Isle Of Wight,South East,2019,"Admissions per 100,000 population: men",1000
4557,Kent,South East,2019,"Admissions per 100,000 population: men",859
4558,Medway,South East,2019,"Admissions per 100,000 population: men",1198
4559,Milton Keynes,South East,2019,"Admissions per 100,000 population: men",1182
4560,Oxfordshire,South East,2019,"Admissions per 100,000 population: men",429
4561,Portsmouth,South East,2019,"Admissions per 100,000 population: men",877
4562,Reading,South East,2019,"Admissions per 100,000 population: men",348
4563,Windsor And Maidenhead,South East,2019,"Admissions per 100,000 population: men",1162
4564,Slough,South East,2019,"Admissions per 100,000 population: men",2019
4565,Southampton,South East,2019,"Admissions per 100,000 population: men",1901
4566,Surrey,South East,2019,"Admissions per 100,000 population: men",451
4567,West Berkshire,South East,2019,"Admissions per 100,000 population: men",344
4568,Wokingham,West Sussex,2019,"Admissions per 100,000 population: men",272
4569,Bath And North East Somerset,South West,2019,"Admissions per 100,000 population: men",779
4570,Poole,South West,2019,"Admissions per 100,000 population: men",1067
4571,Bournemouth,South West,2019,"Admissions per 100,000 population: men",2041
4572,Bristol,South West,2019,"Admissions per 100,000 population: men",1326
4573,Cornwall,South West,2019,"Admissions per 100,000 population: men",1501
4574,Devon,South West,2019,"Admissions per 100,000 population: men",574
4575,Dorset,South West,2019,"Admissions per 100,000 population: men",940
4576,Gloucestershire,South West,2019,"Admissions per 100,000 population: men",722
4577,Isles Of Scilly,South West,2019,"Admissions per 100,000 population: men",707
4578,North Somerset,South West,2019,"Admissions per 100,000 population: men",899
4579,Plymouth,South West,2019,"Admissions per 100,000 population: men",940
4580,Somerset,South West,2019,"Admissions per 100,000 population: men",786
4581,South Gloucestershire,South West,2019,"Admissions per 100,000 population: men",1106
4582,Swindon,South West,2019,"Admissions per 100,000 population: men",887
4583,Torbay,South West,2019,"Admissions per 100,000 population: men",1072
4584,Wiltshire,South West,2019,"Admissions per 100,000 population: men",892
4585,County Durham,North East,2014,"Admissions per 100,000 population: women",530.8869249043258
4586,Darlington,North East,2014,"Admissions per 100,000 population: women",339.96009164141606
4587,Gateshead,North East,2014,"Admissions per 100,000 population: women",814.1285013389628
4588,Hartlepool,North East,2014,"Admissions per 100,000 population: women",678.2454361054768
4589,Middlesbrough,North East,2014,"Admissions per 100,000 population: women",356.551636317331
4590,Newcastle,North East,2014,"Admissions per 100,000 population: women",1067.1169876401266
4591,North Tyneside,North East,2014,"Admissions per 100,000 population: women",1650.7101222428148
4592,Northumberland,North East,2014,"Admissions per 100,000 population: women",1690.2816518970155
4593,Redcar & Cleveland,North East,2014,"Admissions per 100,000 population: women",395.6265285570422
4594,South Tyneside,North East,2014,"Admissions per 100,000 population: women",511.67586900053516
4595,Stockton-On-Tees,North East,2014,"Admissions per 100,000 population: women",546.8229993343915
4596,Sunderland,North East,2014,"Admissions per 100,000 population: women",700.5860603875492
4597,"Ashton, Leigh & Wigan",North West,2014,"Admissions per 100,000 population: women",915.2588964414234
4598,Blackburn With Darwen,North West,2014,"Admissions per 100,000 population: women",765.8539879786587
4599,Blackpool,North West,2014,"Admissions per 100,000 population: women",497.6981460744058
4600,Bolton,North West,2014,"Admissions per 100,000 population: women",379.2415169660679
4601,Bury,North West,2014,"Admissions per 100,000 population: women",408.654607659898
