,Region,Major region,Year,variable,quantity
701,Bromley,London,2018,Total admissions,1688.0
700,Brent,London,2018,Total admissions,3436.0
699,Bexley,London,2018,Total admissions,1726.0
698,Barnet,London,2018,Total admissions,1941.0
697,Barking And Dagenham,London,2018,Total admissions,2078.0
696,City Of London,London,2018,Total admissions,36.0
695,Thurrock,West Midlands,2018,Total admissions,942.0
694,Suffolk,West Midlands,2018,Total admissions,10009.0
693,Southend-On-Sea,West Midlands,2018,Total admissions,709.0
692,Peterborough,West Midlands,2018,Total admissions,1319.0
691,Norfolk,West Midlands,2018,Total admissions,8911.0
690,Luton,West Midlands,2018,Total admissions,1682.0
689,Hertfordshire,West Midlands,2018,Total admissions,14692.0
688,Essex,West Midlands,2018,Total admissions,9611.0
687,Central Bedfordshire,West Midlands,2018,Total admissions,1896.0
686,Cambridgeshire,West Midlands,2018,Total admissions,7022.0
685,Bedford,West Midlands,2018,Total admissions,1022.0
684,East Of England,West Midlands,2018,Total admissions,57815.0
683,Worcestershire,West Midlands,2018,Total admissions,13281.0
682,Wolverhampton,West Midlands,2018,Total admissions,5662.0
681,Warwickshire,West Midlands,2018,Total admissions,8888.0
680,Walsall,West Midlands,2018,Total admissions,6336.0
679,Telford And Wrekin,West Midlands,2018,Total admissions,2724.0
678,Stoke-On-Trent,West Midlands,2018,Total admissions,4123.0
707,Hackney,London,2018,Total admissions,3481.0
708,Hammersmith And Fulham,London,2018,Total admissions,1406.0
709,Haringey,London,2018,Total admissions,2079.0
710,Harrow,London,2018,Total admissions,2604.0
740,Reading,South East,2018,Total admissions,741.0
739,Portsmouth,South East,2018,Total admissions,2239.0
738,Oxfordshire,South East,2018,Total admissions,3831.0
737,Milton Keynes,South East,2018,Total admissions,2870.0
4300,Stockport,North West,2018,"Admissions per 100,000 population: men",1464.0
735,Kent,South East,2018,Total admissions,14269.0
734,Isle Of Wight,South East,2018,Total admissions,2118.0
733,Hampshire,South East,2018,Total admissions,12436.0
732,East Sussex,South East,2018,Total admissions,4191.0
731,Buckinghamshire,South East,2018,Total admissions,4553.0
730,Brighton And Hove,South East,2018,Total admissions,2395.0
729,Bracknell Forest,South East,2018,Total admissions,883.0
728,Westminster,London,2018,Total admissions,1298.0
727,Kingston Upon Thames,London,2018,Total admissions,870.0
677,Staffordshire,West Midlands,2018,Total admissions,13753.0
726,Kensington And Chelsea,London,2018,Total admissions,733.0
724,Waltham Forest,London,2018,Total admissions,1743.0
723,Tower Hamlets,London,2018,Total admissions,1667.0
722,Sutton,London,2018,Total admissions,1186.0
721,Southwark,London,2018,Total admissions,2790.0
720,Richmond Upon Thames,London,2018,Total admissions,660.0
719,Redbridge,London,2018,Total admissions,1949.0
718,Newham,London,2018,Total admissions,2061.0
717,Merton,London,2018,Total admissions,1011.0
716,Lewisham,London,2018,Total admissions,1796.0
715,Lambeth,London,2018,Total admissions,2634.0
714,Islington,London,2018,Total admissions,1747.0
713,Hounslow,London,2018,Total admissions,1437.0
712,Hillingdon,London,2018,Total admissions,2641.0
711,Havering,London,2018,Total admissions,2279.0
725,Wandsworth,London,2018,Total admissions,1354.0
676,Solihull,West Midlands,2018,Total admissions,2510.0
675,Shropshire,West Midlands,2018,Total admissions,4499.0
674,Sandwell,West Midlands,2018,Total admissions,3351.0
639,St. Helens,North West,2018,Total admissions,2267.0
638,Sefton,North West,2018,Total admissions,2929.0
637,Salford,North West,2018,Total admissions,5142.0
636,Rochdale,North West,2018,Total admissions,1913.0
635,Oldham,North West,2018,Total admissions,2193.0
634,Manchester,North West,2018,Total admissions,4944.0
633,Liverpool,North West,2018,Total admissions,4693.0
632,Lancashire,North West,2018,Total admissions,14977.0
631,Knowsley,North West,2018,Total admissions,2052.0
630,Halton,North West,2018,Total admissions,1491.0
629,Cumbria,North West,2018,Total admissions,3729.0
628,Cheshire West And Chester,North West,2018,Total admissions,4023.0
627,Cheshire East,North West,2018,Total admissions,3654.0
626,Bury,North West,2018,Total admissions,1531.0
640,Stockport,North West,2018,Total admissions,5296.0
625,Bolton,North West,2018,Total admissions,2178.0
4422,Wiltshire,South West,2018,"Admissions per 100,000 population: men",764.0
4421,Torbay,South West,2018,"Admissions per 100,000 population: men",1276.0
4420,Swindon,South West,2018,"Admissions per 100,000 population: men",954.0
4419,South Gloucestershire,South West,2018,"Admissions per 100,000 population: men",1121.0
4418,Somerset,South West,2018,"Admissions per 100,000 population: men",781.0
4417,Plymouth,South West,2018,"Admissions per 100,000 population: men",826.0
4416,North Somerset,South West,2018,"Admissions per 100,000 population: men",909.0
4415,Isles Of Scilly,South West,2018,"Admissions per 100,000 population: men",1303.0
4414,Gloucestershire,South West,2018,"Admissions per 100,000 population: men",595.0
4413,Dorset,South West,2018,"Admissions per 100,000 population: men",956.0
4412,Devon,South West,2018,"Admissions per 100,000 population: men",601.0
4411,Cornwall,South West,2018,"Admissions per 100,000 population: men",1501.0
4410,Bristol,South West,2018,"Admissions per 100,000 population: men",1314.0
4409,Bournemouth,South West,2018,"Admissions per 100,000 population: men",2155.0
624,Blackpool,North West,2018,Total admissions,1606.0
742,Slough,South East,2018,Total admissions,2884.0
641,Tameside,North West,2018,Total admissions,2154.0
643,Warrington,North West,2018,Total admissions,1506.0
673,Herefordshire,West Midlands,2018,Total admissions,1920.0
672,Dudley,West Midlands,2018,Total admissions,5425.0
671,Coventry,West Midlands,2018,Total admissions,5878.0
670,Birmingham,West Midlands,2018,Total admissions,14039.0
669,Rutland,East Midlands,2018,Total admissions,249.0
668,Nottinghamshire,East Midlands,2018,Total admissions,15501.0
667,Nottingham,East Midlands,2018,Total admissions,4319.0
666,Northamptonshire,East Midlands,2018,Total admissions,9482.0
665,Lincolnshire,East Midlands,2018,Total admissions,8540.0
664,Leicestershire,East Midlands,2018,Total admissions,7101.0
663,Leicester,East Midlands,2018,Total admissions,2952.0
662,Derbyshire,East Midlands,2018,Total admissions,12393.0
661,Derby,East Midlands,2018,Total admissions,3663.0
660,York,North Yorkshire,2018,Total admissions,3770.0
642,Trafford,North West,2018,Total admissions,1701.0
659,Wakefield,North Yorkshire,2018,Total admissions,7380.0
657,Rotherham,North Yorkshire,2018,Total admissions,2915.0
656,North Lincolnshire,North West,2018,Total admissions,1288.0
655,North East Lincolnshire,North West,2018,Total admissions,1947.0
654,Leeds,North West,2018,Total admissions,8862.0
653,Kirklees,North West,2018,Total admissions,6242.0
652,Kingston Upon Hull,North West,2018,Total admissions,1406.0
651,East Riding Of Yorkshire,North West,2018,Total admissions,2899.0
650,Doncaster,North West,2018,Total admissions,5007.0
649,Bradford,North West,2018,Total admissions,9744.0
648,Calderdale,North West,2018,Total admissions,2697.0
647,Barnsley,North West,2018,Total admissions,1153.0
646,Yorkshire And The Humber,North West,2018,Total admissions,67858.0
645,Wirral,North West,2018,Total admissions,9857.0
644,Wigan,North West,2018,Total admissions,7493.0
658,Sheffield,North Yorkshire,2018,Total admissions,4140.0
1612,Barking And Dagenham,London,2018,Admissions count: men,590.0
5248,Herefordshire,West Midlands,2018,"Admissions per 100,000 population: women",1286.0
1614,Bexley,London,2018,Admissions count: men,675.0
3384,St. Helens,North West,2018,"Admissions per 100,000 population",1270.0
3385,Stockport,North West,2018,"Admissions per 100,000 population",1857.0
3386,Tameside,North West,2018,"Admissions per 100,000 population",1000.0
3387,Trafford,North West,2018,"Admissions per 100,000 population",769.0
3388,Warrington,North West,2018,"Admissions per 100,000 population",741.0
3389,Wigan,North West,2018,"Admissions per 100,000 population",2361.0
3390,Wirral,North West,2018,"Admissions per 100,000 population",3094.0
3391,Yorkshire And The Humber,North West,2018,"Admissions per 100,000 population",1284.0
3392,Barnsley,North West,2018,"Admissions per 100,000 population",481.0
3393,Calderdale,North West,2018,"Admissions per 100,000 population",1329.0
3394,Bradford,North West,2018,"Admissions per 100,000 population",1999.0
3395,Doncaster,North West,2018,"Admissions per 100,000 population",1641.0
3396,East Riding Of Yorkshire,North West,2018,"Admissions per 100,000 population",817.0
3397,Kingston Upon Hull,North West,2018,"Admissions per 100,000 population",612.0
3398,Kirklees,North West,2018,"Admissions per 100,000 population",1493.0
3399,Leeds,North West,2018,"Admissions per 100,000 population",1241.0
3400,North East Lincolnshire,North West,2018,"Admissions per 100,000 population",1243.0
3401,North Lincolnshire,North West,2018,"Admissions per 100,000 population",780.0
3402,Rotherham,North Yorkshire,2018,"Admissions per 100,000 population",1140.0
3403,Sheffield,North Yorkshire,2018,"Admissions per 100,000 population",752.0
3404,Wakefield,North Yorkshire,2018,"Admissions per 100,000 population",2226.0
3405,York,North Yorkshire,2018,"Admissions per 100,000 population",1907.0
3406,Derby,East Midlands,2018,"Admissions per 100,000 population",1444.0
1613,Barnet,London,2018,Admissions count: men,709.0
3408,Leicester,East Midlands,2018,"Admissions per 100,000 population",1025.0
3409,Leicestershire,East Midlands,2018,"Admissions per 100,000 population",1053.0
3410,Lincolnshire,East Midlands,2018,"Admissions per 100,000 population",1131.0
3411,Northamptonshire,East Midlands,2018,"Admissions per 100,000 population",1367.0
3412,Nottingham,East Midlands,2018,"Admissions per 100,000 population",1461.0
3383,Sefton,North West,2018,"Admissions per 100,000 population",1045.0
3413,Nottinghamshire,East Midlands,2018,"Admissions per 100,000 population",1934.0
3382,Salford,North West,2018,"Admissions per 100,000 population",2328.0
3380,Oldham,North West,2018,"Admissions per 100,000 population",1057.0
2458,Cheshire West And Chester,North West,2018,Admissions count: women,2836.0
2457,Cheshire East,North West,2018,Admissions count: women,2572.0
2456,Bury,North West,2018,Admissions count: women,869.0
2455,Bolton,North West,2018,Admissions count: women,1299.0
2454,Blackpool,North West,2018,Admissions count: women,1107.0
3356,Darlington,North East,2018,"Admissions per 100,000 population",662.0
3357,County Durham,North East,2018,"Admissions per 100,000 population",703.0
3358,Gateshead,North East,2018,"Admissions per 100,000 population",823.0
3359,Hartlepool,North East,2018,"Admissions per 100,000 population",883.0
3360,Middlesbrough,North East,2018,"Admissions per 100,000 population",653.0
3361,Newcastle-Upon-Tyne,North East,2018,"Admissions per 100,000 population",745.0
3362,North Tyneside,North East,2018,"Admissions per 100,000 population",1432.0
3363,Northumberland,North East,2018,"Admissions per 100,000 population",1360.0
3364,Redcar And Cleveland,North East,2018,"Admissions per 100,000 population",602.0
3365,South Tyneside,North East,2018,"Admissions per 100,000 population",541.0
3366,Stockton-On-Tees,North East,2018,"Admissions per 100,000 population",751.0
3367,Sunderland,North East,2018,"Admissions per 100,000 population",842.0
3368,Blackburn With Darwen,North West,2018,"Admissions per 100,000 population",2221.0
3369,Blackpool,North West,2018,"Admissions per 100,000 population",1180.0
3370,Bolton,North West,2018,"Admissions per 100,000 population",823.0
3371,Bury,North West,2018,"Admissions per 100,000 population",848.0
3372,Cheshire East,North West,2018,"Admissions per 100,000 population",1016.0
3373,Cheshire West And Chester,North West,2018,"Admissions per 100,000 population",1228.0
3374,Cumbria,North West,2018,"Admissions per 100,000 population",750.0
3375,Halton,North West,2018,"Admissions per 100,000 population",1209.0
3376,Knowsley,North West,2018,"Admissions per 100,000 population",1436.0
3377,Lancashire,North West,2018,"Admissions per 100,000 population",1267.0
3378,Liverpool,North West,2018,"Admissions per 100,000 population",1054.0
3379,Manchester,North West,2018,"Admissions per 100,000 population",1065.0
3381,Rochdale,North West,2018,"Admissions per 100,000 population",971.0
3414,Rutland,East Midlands,2018,"Admissions per 100,000 population",630.0
3415,Birmingham,West Midlands,2018,"Admissions per 100,000 population",1328.0
3416,Coventry,West Midlands,2018,"Admissions per 100,000 population",1985.0
3451,Greenwich,London,2018,"Admissions per 100,000 population",702.0
3452,Hackney,London,2018,"Admissions per 100,000 population",1811.0
3453,Hammersmith And Fulham,London,2018,"Admissions per 100,000 population",1055.0
3454,Haringey,London,2018,"Admissions per 100,000 population",996.0
3455,Harrow,London,2018,"Admissions per 100,000 population",1185.0
3456,Havering,London,2018,"Admissions per 100,000 population",944.0
3457,Hillingdon,London,2018,"Admissions per 100,000 population",971.0
3458,Hounslow,London,2018,"Admissions per 100,000 population",665.0
3459,Islington,London,2018,"Admissions per 100,000 population",1100.0
3460,Lambeth,London,2018,"Admissions per 100,000 population",1129.0
3461,Lewisham,London,2018,"Admissions per 100,000 population",708.0
3462,Merton,London,2018,"Admissions per 100,000 population",623.0
3463,Newham,London,2018,"Admissions per 100,000 population",961.0
3464,Redbridge,London,2018,"Admissions per 100,000 population",780.0
3465,Richmond Upon Thames,London,2018,"Admissions per 100,000 population",389.0
3466,Southwark,London,2018,"Admissions per 100,000 population",1155.0
3467,Sutton,London,2018,"Admissions per 100,000 population",629.0
3468,Tower Hamlets,London,2018,"Admissions per 100,000 population",995.0
3469,Waltham Forest,London,2018,"Admissions per 100,000 population",785.0
3470,Wandsworth,London,2018,"Admissions per 100,000 population",637.0
3471,Kensington And Chelsea,London,2018,"Admissions per 100,000 population",518.0
3472,Kingston Upon Thames,London,2018,"Admissions per 100,000 population",536.0
3473,Westminster,London,2018,"Admissions per 100,000 population",647.0
3474,Bracknell Forest,South East,2018,"Admissions per 100,000 population",807.0
3475,Brighton And Hove,South East,2018,"Admissions per 100,000 population",978.0
3476,Buckinghamshire,South East,2018,"Admissions per 100,000 population",892.0
3477,East Sussex,South East,2018,"Admissions per 100,000 population",765.0
3478,Hampshire,South East,2018,"Admissions per 100,000 population",918.0
3479,Isle Of Wight,South East,2018,"Admissions per 100,000 population",1414.0
3450,Enfield,London,2018,"Admissions per 100,000 population",932.0
3449,Ealing,London,2018,"Admissions per 100,000 population",1339.0
3448,Croydon,London,2018,"Admissions per 100,000 population",778.0
3447,Camden,London,2018,"Admissions per 100,000 population",499.0
3417,Dudley,West Midlands,2018,"Admissions per 100,000 population",1758.0
3418,Herefordshire,West Midlands,2018,"Admissions per 100,000 population",994.0
3419,Sandwell,West Midlands,2018,"Admissions per 100,000 population",1105.0
3420,Shropshire,West Midlands,2018,"Admissions per 100,000 population",1392.0
3421,Solihull,West Midlands,2018,"Admissions per 100,000 population",1288.0
3422,Staffordshire,West Midlands,2018,"Admissions per 100,000 population",1573.0
3423,Stoke-On-Trent,West Midlands,2018,"Admissions per 100,000 population",1699.0
3424,Telford And Wrekin,West Midlands,2018,"Admissions per 100,000 population",1660.0
3425,Walsall,West Midlands,2018,"Admissions per 100,000 population",2425.0
3426,Warwickshire,West Midlands,2018,"Admissions per 100,000 population",1613.0
3427,Wolverhampton,West Midlands,2018,"Admissions per 100,000 population",2358.0
3428,Worcestershire,West Midlands,2018,"Admissions per 100,000 population",2243.0
3429,East Of England,West Midlands,2018,"Admissions per 100,000 population",970.0
3430,Bedford,West Midlands,2018,"Admissions per 100,000 population",654.0
2459,Cumbria,North West,2018,Admissions count: women,2531.0
3431,Cambridgeshire,West Midlands,2018,"Admissions per 100,000 population",1125.0
3433,Essex,West Midlands,2018,"Admissions per 100,000 population",671.0
3434,Hertfordshire,West Midlands,2018,"Admissions per 100,000 population",1342.0
3435,Luton,West Midlands,2018,"Admissions per 100,000 population",914.0
3436,Norfolk,West Midlands,2018,"Admissions per 100,000 population",986.0
3437,Peterborough,West Midlands,2018,"Admissions per 100,000 population",769.0
3438,Southend-On-Sea,West Midlands,2018,"Admissions per 100,000 population",411.0
3439,Suffolk,West Midlands,2018,"Admissions per 100,000 population",1352.0
3440,Thurrock,West Midlands,2018,"Admissions per 100,000 population",642.0
3441,City Of London,London,2018,"Admissions per 100,000 population",413.0
3442,Barking And Dagenham,London,2018,"Admissions per 100,000 population",1250.0
3443,Barnet,London,2018,"Admissions per 100,000 population",596.0
3444,Bexley,London,2018,"Admissions per 100,000 population",767.0
3445,Brent,London,2018,"Admissions per 100,000 population",1282.0
3446,Bromley,London,2018,"Admissions per 100,000 population",545.0
3432,Central Bedfordshire,West Midlands,2018,"Admissions per 100,000 population",706.0
2460,Halton,North West,2018,Admissions count: women,957.0
2461,Knowsley,North West,2018,Admissions count: women,1277.0
2462,Lancashire,North West,2018,Admissions count: women,9622.0
2558,Westminster,London,2018,Admissions count: women,806.0
2557,Kingston Upon Thames,London,2018,Admissions count: women,602.0
2556,Kensington And Chelsea,London,2018,Admissions count: women,447.0
2555,Wandsworth,London,2018,Admissions count: women,841.0
2554,Waltham Forest,London,2018,Admissions count: women,1207.0
2553,Tower Hamlets,London,2018,Admissions count: women,1131.0
2552,Sutton,London,2018,Admissions count: women,801.0
2551,Southwark,London,2018,Admissions count: women,2056.0
2550,Richmond Upon Thames,London,2018,Admissions count: women,385.0
2549,Redbridge,London,2018,Admissions count: women,1307.0
2548,Newham,London,2018,Admissions count: women,1389.0
2547,Merton,London,2018,Admissions count: women,636.0
2546,Lewisham,London,2018,Admissions count: women,1356.0
2545,Lambeth,London,2018,Admissions count: women,1981.0
2544,Islington,London,2018,Admissions count: women,1225.0
2543,Hounslow,London,2018,Admissions count: women,809.0
2542,Hillingdon,London,2018,Admissions count: women,1764.0
2541,Havering,London,2018,Admissions count: women,1478.0
2540,Harrow,London,2018,Admissions count: women,1573.0
2539,Haringey,London,2018,Admissions count: women,1409.0
2538,Hammersmith And Fulham,London,2018,Admissions count: women,897.0
2537,Hackney,London,2018,Admissions count: women,2732.0
2536,Greenwich,London,2018,Admissions count: women,979.0
2535,Enfield,London,2018,Admissions count: women,1666.0
2534,Ealing,London,2018,Admissions count: women,2279.0
2533,Croydon,London,2018,Admissions count: women,1947.0
2532,Camden,London,2018,Admissions count: women,577.0
2531,Bromley,London,2018,Admissions count: women,1117.0
2530,Brent,London,2018,Admissions count: women,2227.0
2559,Bracknell Forest,South East,2018,Admissions count: women,553.0
2560,Brighton And Hove,South East,2018,Admissions count: women,1509.0
2561,Buckinghamshire,South East,2018,Admissions count: women,2771.0
2562,East Sussex,South East,2018,Admissions count: women,2644.0
2592,Wiltshire,South West,2018,Admissions count: women,3205.0
2591,Torbay,South West,2018,Admissions count: women,2098.0
2590,Swindon,South West,2018,Admissions count: women,2035.0
2589,South Gloucestershire,South West,2018,Admissions count: women,3607.0
2588,Somerset,South West,2018,Admissions count: women,4561.0
2587,Plymouth,South West,2018,Admissions count: women,1491.0
2586,North Somerset,South West,2018,Admissions count: women,2113.0
2585,Isles Of Scilly,South West,2018,Admissions count: women,20.0
2584,Gloucestershire,South West,2018,Admissions count: women,3515.0
2583,Dorset,South West,2018,Admissions count: women,3250.0
2582,Devon,South West,2018,Admissions count: women,4969.0
2581,Cornwall,South West,2018,Admissions count: women,9341.0
2580,Bristol,South West,2018,Admissions count: women,6572.0
2579,Bournemouth,South West,2018,Admissions count: women,2284.0
2529,Bexley,London,2018,Admissions count: women,1051.0
2578,Poole,South West,2018,Admissions count: women,1470.0
2576,Wokingham,West Sussex,2018,Admissions count: women,365.0
2575,West Berkshire,South East,2018,Admissions count: women,434.0
2574,Surrey,South East,2018,Admissions count: women,4155.0
2573,Southampton,South East,2018,Admissions count: women,3798.0
2572,Slough,South East,2018,Admissions count: women,1933.0
2571,Windsor And Maidenhead,South East,2018,Admissions count: women,1265.0
2570,Reading,South East,2018,Admissions count: women,487.0
2569,Portsmouth,South East,2018,Admissions count: women,1519.0
2568,Oxfordshire,South East,2018,Admissions count: women,2603.0
2567,Milton Keynes,South East,2018,Admissions count: women,1811.0
2566,Medway,South East,2018,Admissions count: women,2786.0
2565,Kent,South East,2018,Admissions count: women,8454.0
2564,Isle Of Wight,South East,2018,Admissions count: women,1243.0
2563,Hampshire,South East,2018,Admissions count: women,7879.0
2577,Bath And North East Somerset,South West,2018,Admissions count: women,927.0
3480,Kent,South East,2018,"Admissions per 100,000 population",947.0
2528,Barnet,London,2018,Admissions count: women,1231.0
2526,City Of London,London,2018,Admissions count: women,23.0
2491,Derby,East Midlands,2018,Admissions count: women,2987.0
2490,York,North Yorkshire,2018,Admissions count: women,2403.0
2489,Wakefield,North Yorkshire,2018,Admissions count: women,5164.0
2488,Sheffield,North Yorkshire,2018,Admissions count: women,3038.0
2487,Rotherham,North Yorkshire,2018,Admissions count: women,2104.0
2486,North Lincolnshire,North West,2018,Admissions count: women,976.0
2485,North East Lincolnshire,North West,2018,Admissions count: women,1365.0
2484,Leeds,North West,2018,Admissions count: women,5994.0
2483,Kirklees,North West,2018,Admissions count: women,4436.0
2482,Kingston Upon Hull,North West,2018,Admissions count: women,896.0
2481,East Riding Of Yorkshire,North West,2018,Admissions count: women,1802.0
2480,Doncaster,North West,2018,Admissions count: women,4317.0
2479,Bradford,North West,2018,Admissions count: women,6990.0
2478,Calderdale,North West,2018,Admissions count: women,1844.0
2477,Barnsley,North West,2018,Admissions count: women,740.0
2476,Yorkshire And The Humber,North West,2018,Admissions count: women,47203.0
2475,Wirral,North West,2018,Admissions count: women,6247.0
2474,Wigan,North West,2018,Admissions count: women,4437.0
2473,Warrington,North West,2018,Admissions count: women,829.0
2472,Trafford,North West,2018,Admissions count: women,1196.0
2471,Tameside,North West,2018,Admissions count: women,1373.0
2470,Stockport,North West,2018,Admissions count: women,3262.0
2469,St. Helens,North West,2018,Admissions count: women,1416.0
2468,Sefton,North West,2018,Admissions count: women,1784.0
2467,Salford,North West,2018,Admissions count: women,3290.0
2466,Rochdale,North West,2018,Admissions count: women,1074.0
2465,Oldham,North West,2018,Admissions count: women,1235.0
2464,Manchester,North West,2018,Admissions count: women,3715.0
2463,Liverpool,North West,2018,Admissions count: women,3191.0
2492,Derbyshire,East Midlands,2018,Admissions count: women,8691.0
2493,Leicester,East Midlands,2018,Admissions count: women,2024.0
2494,Leicestershire,East Midlands,2018,Admissions count: women,4610.0
2495,Lincolnshire,East Midlands,2018,Admissions count: women,5553.0
2525,Thurrock,West Midlands,2018,Admissions count: women,565.0
2524,Suffolk,West Midlands,2018,Admissions count: women,6469.0
2523,Southend-On-Sea,West Midlands,2018,Admissions count: women,419.0
2522,Peterborough,West Midlands,2018,Admissions count: women,780.0
2521,Norfolk,West Midlands,2018,Admissions count: women,5747.0
2520,Luton,West Midlands,2018,Admissions count: women,1101.0
2519,Hertfordshire,West Midlands,2018,Admissions count: women,9143.0
2518,Essex,West Midlands,2018,Admissions count: women,5850.0
2517,Central Bedfordshire,West Midlands,2018,Admissions count: women,1137.0
2516,Cambridgeshire,West Midlands,2018,Admissions count: women,3986.0
2515,Bedford,West Midlands,2018,Admissions count: women,614.0
2514,East Of England,West Midlands,2018,Admissions count: women,35811.0
2513,Worcestershire,West Midlands,2018,Admissions count: women,7913.0
2512,Wolverhampton,West Midlands,2018,Admissions count: women,3765.0
2527,Barking And Dagenham,London,2018,Admissions count: women,1488.0
2511,Warwickshire,West Midlands,2018,Admissions count: women,5921.0
2509,Telford And Wrekin,West Midlands,2018,Admissions count: women,1962.0
2508,Stoke-On-Trent,West Midlands,2018,Admissions count: women,2910.0
2507,Staffordshire,West Midlands,2018,Admissions count: women,8897.0
2506,Solihull,West Midlands,2018,Admissions count: women,2111.0
2505,Shropshire,West Midlands,2018,Admissions count: women,3037.0
2504,Sandwell,West Midlands,2018,Admissions count: women,2470.0
2503,Herefordshire,West Midlands,2018,Admissions count: women,1189.0
2502,Dudley,West Midlands,2018,Admissions count: women,4196.0
2501,Coventry,West Midlands,2018,Admissions count: women,4035.0
2500,Birmingham,West Midlands,2018,Admissions count: women,11445.0
2499,Rutland,East Midlands,2018,Admissions count: women,144.0
2498,Nottinghamshire,East Midlands,2018,Admissions count: women,10250.0
2497,Nottingham,East Midlands,2018,Admissions count: women,3211.0
2496,Northamptonshire,East Midlands,2018,Admissions count: women,5877.0
2510,Walsall,West Midlands,2018,Admissions count: women,4099.0
3481,Medway,South East,2018,"Admissions per 100,000 population",1600.0
3407,Derbyshire,East Midlands,2018,"Admissions per 100,000 population",1603.0
3483,Oxfordshire,South East,2018,"Admissions per 100,000 population",586.0
5303,Westminster,London,2018,"Admissions per 100,000 population: women",766.0
5304,Bracknell Forest,South East,2018,"Admissions per 100,000 population: women",969.0
5305,Brighton And Hove,South East,2018,"Admissions per 100,000 population: women",1188.0
5306,Buckinghamshire,South East,2018,"Admissions per 100,000 population: women",1056.0
5307,East Sussex,South East,2018,"Admissions per 100,000 population: women",973.0
5308,Hampshire,South East,2018,"Admissions per 100,000 population: women",1146.0
5309,Isle Of Wight,South East,2018,"Admissions per 100,000 population: women",1675.0
5310,Kent,South East,2018,"Admissions per 100,000 population: women",1095.0
5311,Medway,South East,2018,"Admissions per 100,000 population: women",2067.0
5312,Milton Keynes,South East,2018,"Admissions per 100,000 population: women",1501.0
5313,Oxfordshire,South East,2018,"Admissions per 100,000 population: women",781.0
5314,Portsmouth,South East,2018,"Admissions per 100,000 population: women",1567.0
5315,Reading,South East,2018,"Admissions per 100,000 population: women",734.0
5316,Windsor And Maidenhead,South East,2018,"Admissions per 100,000 population: women",1728.0
5317,Slough,South East,2018,"Admissions per 100,000 population: women",3247.0
5318,Southampton,South East,2018,"Admissions per 100,000 population: women",3422.0
5319,Surrey,South East,2018,"Admissions per 100,000 population: women",729.0
5320,West Berkshire,South East,2018,"Admissions per 100,000 population: women",564.0
5321,Wokingham,West Sussex,2018,"Admissions per 100,000 population: women",458.0
5322,Bath And North East Somerset,South West,2018,"Admissions per 100,000 population: women",1017.0
5323,Poole,South West,2018,"Admissions per 100,000 population: women",1935.0
5324,Bournemouth,South West,2018,"Admissions per 100,000 population: women",2455.0
5325,Bristol,South West,2018,"Admissions per 100,000 population: women",2924.0
5326,Cornwall,South West,2018,"Admissions per 100,000 population: women",3475.0
5327,Devon,South West,2018,"Admissions per 100,000 population: women",1279.0
5328,Dorset,South West,2018,"Admissions per 100,000 population: women",1427.0
5329,Gloucestershire,South West,2018,"Admissions per 100,000 population: women",1132.0
5330,Isles Of Scilly,South West,2018,"Admissions per 100,000 population: women",1712.0
5331,North Somerset,South West,2018,"Admissions per 100,000 population: women",2075.0
5302,Kingston Upon Thames,London,2018,"Admissions per 100,000 population: women",672.0
5332,Plymouth,South West,2018,"Admissions per 100,000 population: women",1186.0
5301,Kensington And Chelsea,London,2018,"Admissions per 100,000 population: women",598.0
5299,Waltham Forest,London,2018,"Admissions per 100,000 population: women",1013.0
5270,Thurrock,West Midlands,2018,"Admissions per 100,000 population: women",728.0
5271,City Of London,London,2018,"Admissions per 100,000 population: women",564.0
5272,Barking And Dagenham,London,2018,"Admissions per 100,000 population: women",1625.0
5273,Barnet,London,2018,"Admissions per 100,000 population: women",711.0
5274,Bexley,London,2018,"Admissions per 100,000 population: women",870.0
5275,Brent,London,2018,"Admissions per 100,000 population: women",1596.0
5276,Bromley,London,2018,"Admissions per 100,000 population: women",672.0
5277,Camden,London,2018,"Admissions per 100,000 population: women",589.0
5278,Croydon,London,2018,"Admissions per 100,000 population: women",1032.0
5279,Ealing,London,2018,"Admissions per 100,000 population: women",1537.0
5280,Enfield,London,2018,"Admissions per 100,000 population: women",1104.0
5281,Greenwich,London,2018,"Admissions per 100,000 population: women",785.0
5282,Hackney,London,2018,"Admissions per 100,000 population: women",2530.0
5283,Hammersmith And Fulham,London,2018,"Admissions per 100,000 population: women",1229.0
5284,Haringey,London,2018,"Admissions per 100,000 population: women",1219.0
5285,Harrow,London,2018,"Admissions per 100,000 population: women",1380.0
5286,Havering,London,2018,"Admissions per 100,000 population: women",1157.0
5287,Hillingdon,London,2018,"Admissions per 100,000 population: women",1215.0
5288,Hounslow,London,2018,"Admissions per 100,000 population: women",701.0
5289,Islington,London,2018,"Admissions per 100,000 population: women",1414.0
5290,Lambeth,London,2018,"Admissions per 100,000 population: women",1511.0
5291,Lewisham,London,2018,"Admissions per 100,000 population: women",954.0
5292,Merton,London,2018,"Admissions per 100,000 population: women",713.0
5293,Newham,London,2018,"Admissions per 100,000 population: women",1227.0
5294,Redbridge,London,2018,"Admissions per 100,000 population: women",975.0
5295,Richmond Upon Thames,London,2018,"Admissions per 100,000 population: women",421.0
5296,Southwark,London,2018,"Admissions per 100,000 population: women",1513.0
